"PETRJ13,CALL,,A,72,ITM,-9.767,3.023,3.023,100,,3.000,,,,3.040,0,09:45:00,17,4.222,22,9.822,,,,10.000,0,0,0,0,,100,0,200,0,1,1"
"PETRV13,PUT,,E,72,OTM,-9.767,0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,"
"PETRJ402,CALL,,A,342,ITM,-8.895,2.755,2.753,,,,,,,2.767,-11,13:45:28,14,80.906,8.940,13,105.189,00,5.160,9.971,3,-170,-6,526,10.000,50,0,1,2,3,8,1,2"
"PETRV402,PUT,,E,342,OTM,-8.895,0,,,,,2,,8,4,,0,,,,,,,,0,0,0,,0,,,,,,,"
"Opções PETR4 - CALLs e PUTs - lista, pesquisa e cotações",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker          ,Tipo,F.M. ,Mod.,Strike    ,A/I/OTM,Dist. (%) do Strike,Teórico,VI,Qtd. Bid,Vol. Impl. Bid (%),Bid,Ask,Vol. Impl. Ask (%),Qtd. Ask,Último,Var. (%),Data/Hora,VE,Prêmio como % do strike,Prêmio como % da última cotação,Núm. de Neg.,Vol. Financeiro,Vol. Impl. (%),Delta,Gamma,Theta ($),Theta (%),Vega,Prob. ITM (%),IQ,Coberto,Travado,Descob.,Tit.,Lanç.
PETRV220,PUT,,E,2.147,OTM,-3.063,0,,,,,1,,"225,4",1,0,09:45:00,,5,3,,,,0,0,0,,0,,325,0,"538,9","27,9",13,4
PETRJ223,CALL,,E,2.172,ITM,-2.982,935,923,3,,884,953,1.288,3,960,"+0,52",12:41:20,-4,4.231,2.969,1,"2.880,00",,10.000,0,-130,-14,0,10.000,38,"7,4","348,9","10,8",3,8
PETRV223,PUT,,E,2.172,OTM,-2.982,0,,,,,1,,155,1,0,09:45:00,,5,3,,,,0,0,0,,0,,300,0,"300,9","262,3",9,3
PETRJ225,CALL,,A,2.197,ITM,-2.901,910,898,3,,859,928,1.253,3,1.080,0,09:45:00,-4,4.069,2.889,,,,10.000,0,-130,-15,0,10.000,100,100,"532,3","3,6",5,5
PETRV225,PUT,,E,2.197,OTM,-2.901,0,,,,,1,,135,1,0,09:45:00,,5,3,,,,0,0,0,,0,,450,0,147,"78,5",9,2
PETRJ271,CALL,,E,2.222,ITM,-2.821,885,873,15,,835,904,1.232,3,978,0,09:45:00,-3,3.915,2.811,,,,10.000,0,-130,-15,0,10.000,86,0,"301,2","87,7",6,7
PETRV271,PUT,,E,2.222,OTM,-2.821,0,,,,,1,,"122,9",1,0,09:45:00,,5,3,,,,0,0,0,,0,,91,0,"13,7","14,5",10,11
PETRJ230,CALL,,A,2.247,ITM,-2.740,860,848,15,,810,879,1.197,3,983,0,09:45:00,-3,3.761,2.730,,,,10.000,0,-130,-16,0,10.000,80,"1,4","169,7","2,5",4,5
PETRV230,PUT,,E,2.247,OTM,-2.740,0,,,,,1,,90,1,0,09:45:00,,4,3,,,,0,0,0,,0,,160,0,"35,1","163,1",8,5
PETRJ233,CALL,,E,2.272,ITM,-2.659,835,823,15,,813,854,1.163,3,843,-106,14:04:35,11,3.671,2.695,2,"5.926,00",,10.000,0,-130,-16,0,10.000,55,"2,2","384,6",18,6,11
PETRV233,PUT,,E,2.272,OTM,-2.659,0,,,,,1,,126,1,0,09:45:00,,4,3,,,,0,0,0,,0,,83,0,"20,1",364,5,6
PETRJ34,CALL,,A,2.297,ITM,-2.578,810,798,15,,760,830,1.142,3,819,-144,13:30:30,21,3.566,2.646,1,"4.095,00",,10.000,0,-140,-17,0,,200,"9,1","684,8","63,8",24,12
PETRV34,PUT,,E,2.297,OTM,-2.578,0,,,,,1,,90,1,0,09:45:00,,4,3,,,,0,0,0,,0,,160,0,1.872.600,649,48,30
PETRJ238,CALL,,E,2.322,ITM,-2.498,785,773,15,,735,805,1.108,3,800,-99,11:40:59,27,3.445,2.585,2,"27.452,00",,10.000,0,-140,-17,0,,45,"6,4","456,8","183,9",5,11
PETRV238,PUT,,E,2.322,OTM,-2.498,0,,,,,1,,90,1,0,09:45:00,,4,3,,,,0,0,0,,0,,138,0,"102,9","8,4",11,8
PETRJ240,CALL,,A,2.347,ITM,-2.417,761,748,15,,710,780,1.074,3,810,0,09:45:00,62,3.451,2.617,,,,10.000,0,-140,-17,0,,44,"13,5","516,6","38,6",4,9
PETRV240,PUT,,E,2.347,OTM,-2.417,0,,,,,1,,55,1,0,09:45:00,,4,3,,,,0,0,0,,0,,164,0,"161,9","164,9",23,14
PETRJ243,CALL,,E,2.372,ITM,-2.336,736,723,3,,728,739,726,5,789,0,09:45:00,10,3.092,2.370,,,,10.000,0,-140,-19,0,10.000,45,"29,4","18,5","32,4",5,11
PETRV243,PUT,,E,2.372,OTM,-2.336,0,,,,,1,,"54,9",1,0,09:45:00,,4,3,,,,0,0,0,,0,,189,0,"49,1","661,6",17,9
PETRJ245,CALL,,A,2.397,ITM,-2.255,711,698,3,,703,714,697,5,765,0,09:45:00,10,2.954,2.288,,,,10.000,0,-142,-20,0,10.000,75,"7,8",38,"28,8",6,8
PETRV245,PUT,,E,2.397,OTM,-2.255,0,,,,,1,604,"812,5",1,0,09:45:00,,4,3,,,,0,0,0,,0,,145,0,"69,1","109,1",16,11
PETRJ248,CALL,,E,2.422,ITM,-2.174,686,673,3,,678,689,669,5,705,,09:45:00,10,2.822,2.208,2,"21.855,00",,10.000,0,-143,-21,0,10.000,64,300,"5,7","17,1",7,11
PETRV248,PUT,,E,2.422,OTM,-2.174,0,,,,,1,582,"523,4",1,0,09:45:00,,4,3,,,,0,0,0,,0,,93,0,"337,4","195,3",14,15
PETRJ266,CALL,,A,2.447,ITM,-2.094,661,648,3,,653,664,641,5,678,0,09:45:00,10,2.689,2.126,,,,10.000,0,-145,-22,0,10.000,83,"4,9","3,1","10,3",5,6
PETRV266,PUT,,E,2.447,OTM,-2.094,0,,,,,1,565,525,1,0,09:45:00,,4,3,,,,0,0,0,,0,,142,0,"694,1","17,8",17,12
PETRJ253,CALL,,E,2.472,ITM,-2.013,636,623,3,,628,639,613,5,648,-197,11:06:09,10,2.563,2.047,2,"18.282,00",,10.000,0,-146,-23,0,10.000,41,"3,2","96,2","17,2",7,17
PETRV253,PUT,,E,2.472,OTM,-2.013,0,,,,,1,545,525,1,,09:45:00,,4,3,4,66.100,,0,0,0,,0,,150,0,"240,4","334,7",27,18
PETRJ27,CALL,,A,2.497,ITM,-1.932,611,598,3,,603,614,585,5,623,-127,13:49:21,10,2.437,1.966,1,"62.300,00",,10.000,0,-148,-24,0,10.000,36,"4,1","32,6","18,7",5,14
PETRV27,PUT,,E,2.497,OTM,-1.932,0,,,,,1,,"263,2",1,0,09:45:00,,4,3,,,,0,0,0,,0,,75,0,"124,5","68,3",18,24
PETRJ258,CALL,,E,2.522,ITM,-1.851,586,573,3,,578,589,558,5,588,-167,14:14:29,10,2.314,1.885,1,58.800,,10.000,0,-149,-26,0,10.000,37,"16,2","25,1","61,5",7,19
PETRV258,PUT,,E,2.522,OTM,-1.851,0,,,,,1,504,"300,1",1,,09:45:00,,4,3,5,700,,0,0,0,,0,,109,0,"145,4","195,4",24,22
PETRJ276,CALL,,A,2.547,ITM,-1.771,562,548,3,,554,565,561,5,573,,11:06:29,11,2.195,1.806,1,"22.920,00",,10.000,0,-151,-27,0,10.000,50,0,"92,7","9,7",6,12
PETRV276,PUT,,E,2.547,OTM,-1.771,0,,,,,2,,"852,6",1,,10:03:58,,4,3,1,100,484,-101,94,-41,-4.100,1.580,0,74,0,"519,7","273,3",20,27
PETRJ263,CALL,,E,2.572,ITM,-1.690,537,523,3,,534,538,502,3,545,-37,14:04:22,13,2.084,1.732,1,"54.500,00",380,9.964,49,-165,-31,637,10.000,47,"28,9","178,7","45,1",7,15
PETRV263,PUT,,E,2.572,OTM,-1.690,0,,,,,2,509,1.014.700,1,-5.000,13:39:35,,4,3,6,4.500,476,-147,133,-55,-5.500,2.176,0,110,0,"356,7","473,9",22,20
PETRJ281,CALL,,A,2.597,ITM,-1.609,512,498,"36,1",,509,513,476,3,543,,09:45:00,13,1.968,1.651,10,"5.407,00",340,9.977,35,-161,-32,413,10.000,27,"1,1","36,3","53,5",4,15
PETRV281,PUT,,E,2.597,OTM,-1.609,0,,"1,3",,1,2,,"722,6",2,0,09:45:00,,6,5,,,,0,0,0,,0,,82,0,"515,3",614,27,33
PETRJ268,CALL,,E,2.622,ITM,-1.528,487,473,19,160,485,489,505,"39,1",508,,09:45:00,14,1.857,1.574,2,"99.566,00",449,9.800,185,-222,-46,2.831,10.000,57,0,"98,6","56,1",8,14
PETRV268,PUT,,E,2.622,OTM,-1.528,0,,"338,8",,1,2,,1.089.400,2,"+100,00",10:39:11,,6,5,7,"1.391,00",455,-198,180,-67,-4.467,2.810,0,114,0,7.146.500,8.517.800,40,35
PETRJ286,CALL,,A,2.647,ITM,-1.447,462,448,26,377,460,464,499,16,476,-42,13:01:02,14,1.745,1.493,2,95.500,453,9.726,239,-244,-53,3.690,10.000,58,0,"61,6","6,9",7,12
PETRV286,PUT,,E,2.647,OTM,-1.447,0,,"886,2",,1,2,,1.131.500,1,,09:45:00,,6,5,2,4.500,,0,0,0,,0,,65,0,"422,7","182,9",30,46
PETRJ273,CALL,,E,2.672,ITM,-1.367,437,423,12,,436,439,429,3,451,-88,12:57:41,14,1.637,1.414,59,"161.781,00",377,9.849,173,-202,-46,2.233,9.999,41,500,"371,9",19,9,22
PETRV273,PUT,,E,2.672,OTM,-1.367,0,,1.909.700,,1,2,,1.037.700,2,,09:45:00,,6,5,2,4.000,,0,0,0,,0,,68,0,"399,5","49,6",26,38
PETRJ291,CALL,,A,2.697,ITM,-1.286,412,398,3,324,411,415,447,"39,1",426,-139,13:01:09,15,1.531,1.334,4,"1.707,00",402,9.721,273,-238,-58,3.746,9.998,30,"2,2","521,8","20,1",6,20
PETRV291,PUT,,E,2.697,OTM,-1.286,0,,1.795.500,,1,2,378,"952,2",2,,09:45:00,,6,5,10,"1.600,00",361,-191,222,-51,-3.400,2.717,226,52,0,1.947.900,"113,5",34,65
PETRJ278,CALL,,E,2.722,ITM,-1.205,388,373,3,295,387,390,437,16,402,-123,13:01:02,15,1.425,1.254,3,"1.211,00",363,9.761,265,-223,-61,3.291,9.996,33,700,"424,7","35,1",7,21
PETRV278,PUT,,E,2.722,OTM,-1.205,0,,1.744.900,352,1,2,381,"188,7",2,-3.333,10:34:16,,6,5,4,74.400,364,-188,215,-51,-3.400,2.707,4,76,0,746,"74,6",41,54
PETRJ296,CALL,,A,2.747,ITM,-1.124,363,348,15,266,362,365,376,15,375,0,13:03:52,16,1.323,1.174,6,"11.760,00",338,9.760,286,-220,-61,3.302,9.991,42,"13,7","342,1",143,8,19
PETRV296,PUT,,E,2.747,OTM,-1.124,0,,100,356,2,3,,"977,1",2,-3.333,10:02:08,,9,8,2,12.200,370,-290,304,-74,-2.960,3.890,7,81,0,"519,1","306,5",57,70
PETRJ283,CALL,,E,2.772,ITM,-1.044,338,323,"26,1",296,337,341,385,"39,2",353,"+0,86",13:00:49,16,1.223,1.095,58,"185.794,00",349,9.619,405,-251,-74,4.837,9.982,21,"5,8","604,8","181,8",7,34
PETRV283,PUT,,E,2.772,OTM,-1.044,0,,"967,2",,2,3,,1.593.600,2,-3.333,12:08:16,,9,8,1,2.000,333,-262,311,-61,-2.440,3.577,15,85,0,2.903.700,"112,8",55,65
PETRJ301,CALL,,A,2.797,ITM,-963,313,298,15,271,313,316,373,16,327,"+1,55",13:01:38,17,1.124,1.016,3,"4.616,00",314,9.655,415,-237,-75,4.464,9.964,46,"4,7","454,4","147,7",11,24
PETRV301,PUT,,E,2.797,OTM,-963,0,,1.915.100,320,2,3,345,"551,2",3,,12:22:56,,9,8,4,9.600,334,-319,363,-72,-2.880,4.217,29,63,0,1.359.300,"224,1",55,88
PETRJ295,CALL,,E,2.822,ITM,-882,288,273,"26,1",277,288,292,347,"39,3",305,"+1,67",13:09:20,17,1.028,937,9,"15.601,00",317,9.504,552,-263,-91,5.987,9.928,47,"11,3",464,"293,4",16,34
PETRV295,PUT,,E,2.822,OTM,-882,0,,"171,8",307,3,4,338,1.447.100,3,,13:19:20,,12,11,7,"1.080,00",316,-448,510,-89,-2.543,5.540,63,37,0,2.689.000,"405,7",43,116
PETRJ306,CALL,,A,2.847,ITM,-801,263,248,15,253,264,267,308,15,267,-326,14:14:16,18,933,858,33,"298.769,00",284,9.532,589,-250,-94,5.722,9.872,51,"12,9","840,6","183,6",26,51
PETRV306,PUT,✔,E,2.847,OTM,-801,0,,1.733.400,,3,4,317,"648,6",4,0,14:24:29,,12,11,11,12.600,296,-535,629,-95,-2.714,6.368,135,38,0,"645,6",802,54,141
PETRJ30,CALL,,E,2.872,ITM,-721,239,223,15,250,240,243,316,16,253,"+0,80",13:03:29,19,841,780,6,"6.668,00",275,9.410,732,-264,-109,6.872,9.778,25,19,"416,9",218,16,64
PETRV30,PUT,,E,2.872,OTM,-721,0,,"522,4",288,4,5,307,1.295.500,4,-2.000,14:04:36,,16,15,14,"2.385,00",295,-591,678,-102,-2.267,6.928,174,57,0,"773,7",713,78,138
PETRJ311,CALL,,A,2.897,ITM,-640,214,198,15,242,216,219,280,15,227,-87,13:37:04,20,751,703,22,"32.121,00",262,9.278,896,-275,-126,8.037,9.619,43,24,"575,7","182,5",21,49
PETRV311,PUT,✔,E,2.897,OTM,-640,1,,"437,6",268,5,6,285,1.227.500,5,-1.667,13:04:15,,19,18,27,"18.201,00",275,-748,878,-112,-2.036,8.280,336,51,0,3.713.600,465,89,175
PETRJ298,CALL,,E,2.922,ITM,-559,190,173,"25,6",241,192,195,263,3,194,-583,14:22:04,21,662,625,9,"6.900,00",247,9.132,1.092,-284,-147,9.242,9.420,30,"20,3","502,4","260,2",20,67
PETRV298,PUT,,E,2.922,OTM,-559,1,,"465,1",259,6,7,270,"590,7",6,-1.429,13:48:47,,22,21,19,"11.164,00",264,-888,1.037,-122,-1.877,9.436,507,58,0,3.279.200,"553,9",103,177
PETRJ316,CALL,,A,2.947,ITM,-478,166,148,"28,7",234,169,172,253,16,171,-656,14:26:45,23,579,551,41,"58.473,00",240,8.879,1.360,-302,-177,11.143,9.102,30,"32,2",1.776.200,"124,7",31,103
PETRV316,PUT,✔,E,2.947,OTM,-478,2,,"238,7",244,8,9,257,"955,9",9,0,14:12:58,,29,27,29,"12.584,00",248,-1.171,1.354,-136,-1.600,11.504,872,50,0,1.785.100,"565,2",108,217
PETRJ303,CALL,,E,2.972,ITM,-397,142,123,"17,5",223,147,150,257,"21,8",157,-126,13:56:28,26,500,480,15,"37.666,00",247,8.379,1.700,-342,-230,14.337,8.700,27,"87,6","584,2","932,1",40,149
PETRV303,PUT,,E,2.972,OTM,-397,4,,"631,9",237,10,11,244,"397,3",10,-1.667,14:05:03,,35,34,32,"25.647,00",240,-1.427,1.600,-149,-1.419,13.206,1.206,34,0,5.412.100,1.193.700,96,280
PETRJ321,CALL,,A,2.997,ITM,-317,120,98,"1,6",226,126,128,239,"19,4",126,-803,14:27:44,29,422,409,266,"284.925,00",233,8.053,2.025,-349,-266,16.101,8.209,36,"102,6","422,9",362,45,125
PETRV321,PUT,✔,E,2.997,OTM,-317,6,,"566,7",228,13,14,225,"120,7",14,0,14:15:24,,45,44,60,"35.085,00",222,-1.863,2.065,-158,-1.170,15.663,1.819,25,0,1.552.200,1.040.900,102,414
PETRJ308,CALL,,E,3.022,ITM,-236,99,73,"3,7",226,106,107,227,3,106,-1.017,14:27:27,34,352,344,543,"697.065,00",229,7.502,2.376,-368,-346,18.559,7.572,25,"322,5","643,4",553,58,234
PETRV308,PUT,,E,3.022,OTM,-236,10,,104,221,18,19,227,"450,9",19,"+5,56",14:29:32,,61,60,69,"66.974,00",223,-2.420,2.398,-180,-973,18.252,2.408,56,0,1.584.500,890,187,335
PETRJ326,CALL,,A,3.047,ATM,-155,80,48,"5,1",212,87,88,221,"23,4",86,-1.134,14:29:35,40,287,283,459,"1.149.593,00",215,7.018,2.762,-366,-418,20.274,6.936,37,142,1.589.500,"778,5",79,215
PETRV326,PUT,✔,E,3.047,ATM,-155,16,,"69,3",212,24,25,219,"361,8",24,-400,14:23:07,,80,79,194,"495.446,00",215,-3.009,2.775,-186,-759,20.351,3.093,39,0,2.047.800,"846,3",150,382
PETRJ313,CALL,,E,3.072,ATM,-74,63,23,"32,4",207,69,70,212,"13,8",70,-1.358,14:30:02,47,226,225,778,"518.445,00",209,6.283,3.090,-369,-531,22.103,6.144,19,"71,7",2.937.400,1.823.600,73,392
PETRV313,PUT,,E,3.072,ATM,-74,23,,"240,4",204,31,32,211,"45,5",32,"+6,67",14:29:13,,103,102,133,"170.289,00",208,-3.681,3.094,-185,-587,22.039,3.831,58,0,3.235.600,1.152.000,219,378
PETRJ331,CALL,,A,3.097,ATM,"+0,06",48,,"89,5",211,55,56,215,"65,1",55,-1.406,14:30:06,,178,178,"1,68","1.869.832,00",204,5.564,3.318,-360,-655,23.101,5.399,76,"144,6",3.723.900,"757,8",208,273
PETRV331,PUT,✔,E,3.097,ATM,"+0,06",33,2,"134,9",203,41,42,208,"16,1",42,"+2,44",14:23:07,40,134,134,906,"646.762,00",206,-4.474,3.282,-180,-434,23.124,4.639,27,0,3.616.000,1.076.600,152,558
PETRJ318,CALL,,E,3.122,ATM,"+0,87",35,,"57,6",199,42,43,207,"24,7",43,-1.225,14:29:25,,136,137,656,"762.483,00",205,4.702,3.316,-349,-821,23.261,4.553,32,"442,5","846,7",2.232.500,181,565
PETRV318,PUT,,E,3.122,ATM,"+0,87",46,27,"90,3",202,53,55,210,"44,8",55,-351,14:28:16,27,173,174,278,"356.120,00",206,-5.296,3.304,-165,-306,23.262,5.445,47,0,4.883.000,1.463.000,213,453
PETRJ336,CALL,,A,3.147,ATM,"+1,68",25,,"122,2",205,32,33,211,"166,3",32,-1.351,14:27:27,,103,105,723,"838.306,00",204,3.890,3.210,-324,-997,22.418,3.762,69,"559,7",1.984.000,2.256.500,345,499
PETRV336,PUT,✔,E,3.147,ATM,"+1,68",61,52,"35,8",202,68,69,208,"16,4",68,"+4,61",14:26:26,17,218,221,301,"372.938,00",206,-6.101,3.190,-140,-204,22.432,6.228,35,0,1.969.600,1.310.600,138,389
PETRJ323,CALL,,E,3.172,OTM,"+2,49",18,,"222,2",200,24,25,208,"161,2",24,-1.724,14:29:39,,77,79,432,"821.754,00",208,3.132,2.921,-295,-1.204,20.714,2.994,52,"615,1",3.900.800,1.566.800,282,544
PETRV323,PUT,,E,3.172,ITM,"+2,49",78,77,"4,7",199,85,86,211,"7,8",86,"+7,50",14:28:27,9,270,276,374,"372.962,00",208,-6.833,2.925,-110,-129,20.819,6.973,31,0,4.292.600,1.061.900,93,303
PETRJ341,CALL,,A,3.197,OTM,"+3,30",12,,"337,8",204,18,19,209,"408,3",18,-2.500,14:26:13,,58,60,353,"483.664,00",211,2.497,2.576,-262,-1.416,18.565,2.338,50,"629,8",3.500.400,3.345.500,269,535
PETRV341,PUT,✔,E,3.197,ITM,"+3,30",97,102,"79,7",205,103,105,213,"21,5",104,"+6,12",14:25:31,3,327,338,283,"528.238,00",210,-7.487,2.595,-73,-71,18.633,7.632,29,0,"920,4","948,3",93,325
PETRJ335,CALL,,E,3.222,OTM,"+4,10",8,,"343,1",208,13,14,213,"232,8",14,-2.632,14:30:06,,42,44,672,"501.642,00",217,2.012,2.214,-234,-1.733,16.430,1.807,56,"742,3",7.162.200,2.609.600,371,668
PETRV335,PUT,,E,3.222,ITM,"+4,10",117,127,17,206,123,125,218,"12,6",124,"+5,98",14:25:47,-3,385,401,"1,177","1.457.724,00",212,-8.044,2.227,-35,-28,16.153,8.187,33,0,1.226.800,1.575.300,77,233
PETRJ346,CALL,,A,3.247,OTM,"+4,91",5,,"133,1",218,10,11,225,"651,5",11,-833,14:30:01,,32,34,607,"291.594,00",225,1.616,1.862,-208,-1.981,14.320,1.338,218,746,5.490.100,7.753.700,"1,118",512
PETRV346,PUT,,E,3.247,ITM,"+4,91",139,152,3,213,145,147,221,17,145,"+5,07",14:26:55,-6,450,472,45,"148.801,00",220,-8.437,1.860,-7,-5,14.010,8.679,28,0,5.274.000,1.010.700,68,245
PETRJ333,CALL,,E,3.272,OTM,"+5,72",3,,"867,9",215,7,8,223,"665,7",7,-2.222,14:24:53,,23,24,513,"90.090,00",220,1.140,1.503,-158,-2.107,11.278,953,56,"699,2",4.351.000,1.886.900,327,579
PETRV333,PUT,,E,3.272,ITM,"+5,72",162,177,"16,2",214,167,169,231,15,164,"+2,50",14:11:56,-9,513,543,45,"46.838,00",223,-8.810,1.526,28,17,11.626,9.043,12,0,3.623.700,"953,8",41,333
PETRJ351,CALL,,A,3.297,OTM,"+6,53",2,,2.125.300,218,5,6,228,1.472.800,5,-2.857,14:29:23,,17,18,363,"88.678,00",222,855,1.207,-128,-2.327,9.141,686,81,746,2.723.000,4.788.900,396,489
PETRV351,PUT,,E,3.297,ITM,"+6,53",186,202,15,217,190,192,238,15,193,"+4,32",14:15:35,-11,579,617,20,"11.007,00",228,-9.079,1.238,56,29,9.655,9.332,21,0,1.252.600,"825,1",34,159
PETRJ338,CALL,,E,3.322,OTM,"+7,33",1,,1.369.400,223,4,5,235,1.358.100,5,0,14:21:03,,14,15,199,"70.318,00",230,759,1.061,-121,-2.689,8.371,531,31,1.601.600,"827,9",3.696.600,190,604
PETRV338,PUT,,E,3.322,ITM,"+7,33",210,227,"40,3",171,213,216,241,15,215,"+3,36",14:14:29,-12,646,693,12,"56.870,00",221,-9.405,915,101,47,6.915,9.547,23,0,"931,2","747,4",29,127
PETRJ356,CALL,,A,3.347,OTM,"+8,14",0,,2.008.200,227,3,4,241,1.892.800,3,-2.500,14:29:30,,10,11,258,"135.693,00",237,523,773,-92,-2.629,6.246,299,49,"574,6",1.937.200,6.411.800,172,352
PETRV356,PUT,,E,3.347,ITM,"+8,14",235,252,"19,2",,237,240,250,15,230,"+2,68",14:03:48,-13,713,771,19,"16.278,00",226,-9.554,712,121,51,5.505,9.707,25,0,"578,9","515,9",28,110
PETRJ343,CALL,,E,3.372,OTM,"+8,95",0,,2.253.400,231,2,3,250,"895,7",3,0,14:21:11,,7,8,122,"42.111,00",241,439,659,-81,-3.240,5.447,228,58,"494,1",1.049.400,1.596.200,174,300
PETRV343,PUT,,E,3.372,ITM,"+8,95",259,277,"39,6",191,261,264,256,15,253,"+2,43",13:37:18,-14,778,848,4,"15.892,00",237,-9.630,585,131,50,4.733,9.815,15,0,"564,8","603,9",16,110
PETRJ361,CALL,,A,3.397,OTM,"+9,76",0,,1.227.900,82,2,3,,2.319.500,2,0,14:29:38,,7,8,32,"3.369,00",254,346,516,-69,-2.760,4.475,121,97,"224,2",8.908.900,1.914.000,171,176
PETRV361,PUT,,E,3.397,ITM,"+9,76",284,302,15,231,286,288,276,15,280,"+1,08",14:05:03,-15,845,927,10,"72.854,00",257,-9.634,534,128,45,4.682,9.881,23,0,523,"458,8",24,106
PETRJ348,CALL,,E,3.422,OTM,"+10,57",0,,3.009.700,238,1,2,266,"967,7",2,-3.333,14:05:39,,4,5,52,"8.138,00",253,268,418,-56,-3.733,3.630,88,66,"351,1","212,8",1.896.300,121,183
PETRV348,PUT,,E,3.422,ITM,"+10,57",309,327,16,,310,313,278,3,300,,09:45:00,-15,910,1.006,8,"25.130,00",234,-9.838,296,169,54,2.367,9.927,10,0,1.203.100,"533,1",13,131
PETRJ366,CALL,,A,3.447,OTM,"+11,37",0,,2.883.000,243,1,2,271,1.363.000,2,"+100,00",13:29:41,,4,5,7,13.700,278,320,441,-71,-4.733,4.217,61,120,"86,3",3.562.100,"527,7",125,104
PETRV366,PUT,,E,3.447,ITM,"+11,37",334,352,3,229,335,337,297,3,326,"+0,31",13:35:11,-16,975,1.086,28,"727.155,00",272,-9.757,358,149,44,3.332,9.958,13,0,230,"938,7",14,108
PETRJ457,CALL,,E,3.472,OTM,"+12,18",0,,1.890.000,258,1,2,288,1.387.300,2,"+100,00",14:29:13,,4,5,17,"3.585,00",304,295,378,-72,-4.800,3.926,25,322,"55,5",18.917.000,1.796.700,332,103
PETRV457,PUT,,E,3.472,ITM,"+12,18",358,377,"40,2",,359,362,292,15,351,"+1,74",13:33:32,-16,1.038,1.165,62,"186.241,00",195,-9.985,42,202,56,281,9.976,28,0,1.428.600,3.770.800,37,134
PETRJ371,CALL,,A,3.497,OTM,"+12,99",0,,"283,8",274,1,2,293,865,1,0,14:27:13,,4,5,19,92.600,281,172,258,-42,-2.800,2.497,23,238,"11,2",11.244.300,2.571.300,119,50
PETRV371,PUT,,E,3.497,ITM,"+12,99",383,402,16,,384,387,337,15,378,"+1,07",13:55:01,-16,1.102,1.246,9,"37.334,00",295,-9.809,270,159,41,2.725,9.986,6,0,"340,3","539,9",6,93
PETRJ358,CALL,,E,3.522,OTM,"+13,80",0,,,,,1,302,"2,5",1,,14:14:40,,3,3,28,"1.923,00",287,166,245,-42,-4.200,2.439,17,151,"65,3",1.466.300,"657,8",95,63
PETRV358,PUT,,E,3.522,ITM,"+13,80",408,427,3,,409,411,331,3,399,-25,13:36:19,-17,1.164,1.325,4,"23.619,00",294,-9.863,204,172,42,2.052,9.993,20,0,"245,5","281,3",12,61
PETRJ376,CALL,,A,3.547,OTM,"+14,60",0,,,,,1,300,"304,7",1,,14:29:53,,3,3,7,6.100,299,161,228,-42,-4.200,2.367,14,188,"23,3",692,1.153.300,77,41
PETRV376,PUT,,E,3.547,ITM,"+14,60",433,452,"39,1",,433,436,335,2,427,"+0,47",14:03:38,-17,1.225,1.404,6,"16.706,00",,-10.000,0,210,48,10,,17,0,"168,3","347,1",15,86
PETRJ363,CALL,,E,3.572,OTM,"+15,41",0,,,,,1,,"305,2",1,,14:29:53,,3,3,7,"1.325,00",323,152,202,-43,-4.300,2.245,4,187,"33,8","912,3",1.174.700,58,31
PETRV363,PUT,,E,3.572,ITM,"+15,41",458,477,3,,445,466,463,15,451,"+0,22",10:43:42,-21,1.275,1.472,1,"45.100,00",,-10.000,0,210,46,0,,9,0,"183,8",253,7,82
PETRJ381,CALL,,A,3.597,OTM,"+16,22",0,,,,,1,,"816,9",1,0,14:29:53,,3,3,1,200,346,144,180,-44,-4.400,2.132,1,277,"3,8","189,3",3.052.800,61,22
PETRV381,PUT,,E,3.597,ITM,"+16,22",483,502,16,,476,501,610,15,466,,10:51:44,-13,1.358,1.578,1,"129.548,00",444,-9.545,368,67,14,5.589,9.999,13,0,"217,7","169,9",10,76
PETRJ368,CALL,,E,3.622,OTM,"+17,03",0,,,,,1,346,"643,7",1,0,09:45:00,,3,3,,,,0,0,0,,0,,287,"6,1","34,9","914,4",43,15
PETRV368,PUT,,E,3.622,ITM,"+17,03",508,527,3,,497,526,632,15,503,"+2,65",10:37:20,-15,1.412,1.653,1,"2.012,00",462,-9.549,352,64,13,5.560,9.999,13,0,"525,5","318,4",6,48
PETRJ386,CALL,,A,3.647,OTM,"+17,84",0,,,,,1,360,1.020.700,1,,09:45:00,,3,3,2,61.000,,0,0,0,,0,,331,"11,1","68,4",1.726.100,43,13
PETRV386,PUT,,E,3.647,ITM,"+17,84",533,552,3,,522,551,653,15,521,"+1,17",13:12:46,-15,1.471,1.733,2,"93.780,00",481,-9.553,335,61,11,5.513,10.000,11,0,"44,9","308,3",5,44
PETRJ373,CALL,,E,3.672,OTM,"+18,64",0,,,,,1,374,"928,8",1,0,11:14:21,,3,3,1,5.000,379,131,151,-44,-4.400,1.977,0,533,"11,3","32,3","348,7",32,6
PETRV373,PUT,,E,3.672,ITM,"+18,64",557,577,"15,2",,533,563,525,3,549,"+2,23",13:03:27,-29,1.492,1.771,6,"94.700,00",,-10.000,0,220,40,0,,19,0,"559,1",1.078.800,8,43
